StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
1010173,9,20000661,1,2023,Blake Griffin,BOS,PF,8,20000009,2023-01-02T05:12:02,15,218.6,274,0,34.7,69.4,59.8,68.1,25.1,40.7,73.9,11.4,28.7,39.8,17.9,25.1,85.4,17.9,52.6,70.6,10.5,25.0,17.0,21.5,5.7,1.4,8.6,37.1,96.9,80.4,72.2,18.8,12.7,1.2,0.5,11.7,16.7,224.6,230.5,224.6,27.5,0.0,0.0,230.5,False,,Scrambled
1011054,20,20000663,1,2023,DeAndre Jordan,DEN,C,3,20000020,2023-01-02T05:12:02,27,411.1,462,43,65.8,87.3,90.1,91.7,64.6,86.1,89.7,1.4,1.4,119.6,20.3,43.1,56.5,43.1,125.6,168.6,13.3,37.3,25.5,25.1,7.2,20.3,34.7,52.6,153.1,106.3,86.0,21.0,10.2,0.9,5.8,29.4,15.9,437.4,439.2,437.4,-89.7,1.4,0.0,439.2,False,,Scrambled
1010788,29,20000664,1,2023,Chris Paul,PHO,PG,23,20000029,2023-01-02T05:12:02,23,909.0,867,48,118.4,283.5,50.0,59.6,73.0,165.0,52.9,45.4,118.4,45.9,75.3,95.7,94.2,13.2,106.4,119.6,2.4,17.0,11.1,246.4,40.7,10.0,59.8,67.0,357.6,325.6,65.8,24.7,45.6,3.3,1.2,18.5,22.8,958.0,980.1,958.0,14.4,10.0,0.0,980.1,False,,Scrambled
1010818,16,20000667,1,2023,Austin Rivers,MIN,PG,9,20000016,2023-01-02T05:12:02,27,310.4,635,26,58.6,129.2,54.3,67.6,29.9,56.2,63.6,28.7,73.0,47.0,26.3,29.9,105.2,2.9,51.4,53.8,0.6,10.4,6.7,39.5,15.5,1.4,19.1,55.0,172.2,142.3,72.4,11.4,11.2,1.6,0.2,14.2,12.9,327.1,337.0,327.1,-134.0,0.0,0.0,337.0,False,,Scrambled
1010124,7,20000676,1,2023,Tobias Harris,PHI,SF,32,20000007,2023-01-02T05:12:02,32,1158.1,1318,4,250.0,502.3,59.6,68.9,169.8,299.0,67.9,80.1,203.3,47.1,61.0,69.4,105.1,39.5,198.5,238.0,5.1,20.5,12.5,106.4,43.1,19.1,52.6,83.7,641.1,532.8,72.0,23.0,15.3,2.3,1.9,10.7,23.9,1220.3,1241.7,1220.3,119.6,4.3,0.0,1241.7,False,,Scrambled
1011162,11,20000678,1,2023,Nikola Vucevic,CHI,C,36,20000011,2023-01-02T05:12:02,36,1491.8,1411,20,285.8,566.9,60.3,67.9,214.1,370.8,69.0,71.8,196.1,43.8,70.6,83.7,100.8,88.5,358.8,447.3,10.1,34.3,21.4,125.6,28.7,37.1,78.9,88.5,714.0,603.7,70.7,25.9,15.8,1.4,3.6,13.8,25.3,1557.6,1620.0,1557.6,-51.4,20.3,0.0,1620.0,False,,Scrambled
1010896,6,20000679,1,2023,Evan Fournier,NY,SG,7,20000006,2023-01-02T05:12:02,15,229.0,354,29,44.3,124.4,42.6,55.3,17.9,45.4,47.2,26.3,78.9,39.8,15.5,17.9,103.7,2.9,33.5,35.9,1.0,12.2,7.7,27.5,13.2,4.3,19.1,33.5,130.4,132.3,59.0,11.8,12.8,2.6,1.4,15.1,21.7,245.8,253.6,245.8,-53.8,0.0,0.0,253.6,False,,Scrambled
1011122,20,20000681,1,2023,Aaron Gordon,DEN,PF,31,20000020,2023-01-02T05:12:02,31,1129.4,1123,32,246.4,409.0,72.0,77.6,209.3,313.4,79.9,37.1,95.7,46.4,111.2,171.0,77.7,84.9,159.1,244.0,10.8,19.4,15.2,84.9,35.9,28.7,61.0,65.8,641.1,484.3,79.2,29.8,13.2,2.2,3.4,13.4,25.3,1194.0,1199.6,1194.0,246.4,7.2,0.0,1199.6,False,,Scrambled
1010798,4,20000684,1,2023,Dewayne Dedmon,MIA,C,0,20000004,2023-01-02T05:12:02,26,386.2,378,16,74.2,145.9,60.8,66.6,61.0,102.9,70.9,13.2,43.1,36.6,35.9,50.2,85.4,31.1,84.9,116.0,10.9,32.3,21.2,17.9,8.6,14.4,20.3,63.4,197.3,168.0,70.2,23.7,11.0,1.3,5.5,12.9,26.4,407.7,408.7,407.7,-93.3,0.0,0.0,408.7,False,,Scrambled
1011093,4,20000689,1,2023,Victor Oladipo,MIA,SG,1,20000004,2023-01-02T05:12:02,11,261.9,344,43,41.9,110.0,45.4,54.7,25.1,50.2,59.8,16.7,59.8,33.5,22.7,29.9,90.9,5.7,31.1,35.9,2.2,13.0,8.6,38.3,23.9,4.3,16.7,32.3,123.2,123.2,59.8,16.1,19.2,4.9,1.5,14.3,21.5,289.4,280.5,289.4,-13.2,0.0,0.0,280.5,False,,Scrambled
1010933,17,20000708,1,2023,Jordan Clarkson,UTA,SG,38,20000017,2023-01-02T05:12:02,38,1390.1,1479,31,333.7,752.3,53.1,62.8,212.9,410.2,62.1,120.8,342.1,42.2,143.5,178.2,96.3,50.2,128.0,178.2,5.3,11.6,9.5,204.5,21.5,12.0,129.2,87.3,931.7,830.7,67.1,23.1,25.5,1.0,0.9,16.1,32.7,1423.6,1525.8,1423.6,98.1,1.4,0.0,1525.8,False,,Scrambled
1010826,6,20000710,1,2023,Julius Randle,NY,PF,37,20000006,2023-01-02T05:12:02,37,1804.8,1540,18,357.6,761.9,56.1,65.3,241.6,429.4,67.3,116.0,332.5,41.7,233.2,307.4,90.8,90.9,339.7,430.6,8.9,28.4,17.8,167.4,31.1,12.0,113.6,136.3,1064.4,897.1,70.9,29.8,21.0,1.4,1.1,13.4,33.3,1847.8,1975.2,1847.8,83.7,22.7,0.0,1975.2,False,,Scrambled
1010868,14,20000716,1,2023,Nerlens Noel,DET,C,0,20000014,2023-01-02T05:12:02,7,62.6,74,39,5.7,15.5,36.8,36.8,5.7,15.5,36.8,0.0,0.0,0.0,5.7,8.6,79.8,4.3,19.1,22.7,7.3,34.7,20.0,4.3,8.6,2.9,4.3,10.8,14.4,18.7,46.3,13.0,9.1,6.7,4.0,19.2,15.2,72.1,65.5,72.1,-10.8,0.0,0.0,65.5,False,,Scrambled
1010162,7,20000726,1,2023,Joel Embiid,PHI,C,27,20000007,2023-01-02T05:12:02,27,1733.4,1145,30,358.8,679.3,63.1,66.1,325.3,577.7,67.3,33.5,101.7,39.3,320.5,377.9,101.4,57.4,258.3,315.7,8.5,30.8,19.2,147.1,38.3,55.0,124.4,107.6,1071.6,845.6,75.8,42.5,30.2,2.4,6.4,15.3,45.5,1826.7,1860.4,1826.7,199.7,19.1,1.4,1858.6,False,,Scrambled
1010782,19,20000727,1,2023,Jerami Grant,POR,PF,33,20000019,2023-01-02T05:12:02,33,1288.7,1426,32,291.8,602.8,57.9,68.1,189.0,368.4,61.4,102.9,234.4,52.5,181.8,230.8,94.2,40.7,132.8,173.4,4.7,12.5,9.9,111.2,29.9,31.1,76.5,89.7,868.3,704.3,73.7,25.4,14.8,1.5,2.8,11.7,28.8,1349.7,1388.9,1349.7,16.7,1.4,0.0,1388.9,False,,Scrambled
1011832,28,20000742,1,2023,Paul George,LAC,SF,28,20000028,2023-01-02T05:12:02,28,1343.8,1159,48,281.1,614.7,54.7,64.7,177.0,346.8,61.0,104.1,267.9,46.4,151.9,171.0,106.2,22.7,184.2,206.9,3.2,20.4,11.7,174.6,51.4,15.5,118.4,90.9,818.1,690.0,70.9,29.2,31.1,3.1,1.7,17.5,36.5,1410.8,1474.4,1410.8,118.4,4.3,1.4,1472.6,False,,Scrambled
1011844,15,20000743,1,2023,George Hill,MIL,PG,0,20000015,2023-01-02T05:12:02,30,419.0,719,4,59.8,139.9,51.1,61.4,37.1,63.4,70.0,22.7,76.5,35.5,38.3,52.6,86.9,14.4,62.2,76.5,3.0,10.7,8.0,92.1,16.7,4.3,32.3,44.3,180.6,163.1,66.1,13.1,20.1,1.6,0.6,19.8,13.7,439.3,450.3,439.3,49.0,0.0,0.0,450.3,False,,Scrambled
1032160,25,20000752,1,2023,Kemba Walker,DAL,PG,1,20000025,2023-01-02T05:12:02,7,138.4,157,36,26.3,64.6,48.7,57.5,17.9,32.3,66.5,10.0,32.3,31.0,20.3,25.1,96.9,4.3,15.5,19.1,3.8,14.1,10.3,22.7,0.0,2.9,5.7,12.0,81.3,75.6,64.6,21.6,26.8,0.0,2.0,8.5,27.8,140.8,145.9,140.8,1.4,0.0,0.0,145.9,False,,Scrambled
1011096,29,20000758,1,2023,Bismack Biyombo,PHO,C,4,20000029,2023-01-02T05:12:02,30,423.6,492,42,57.4,99.3,69.1,69.1,57.4,99.3,69.1,0.0,0.0,0.0,15.5,45.4,40.9,39.5,93.3,132.8,10.5,26.2,18.1,31.1,12.0,49.0,34.7,73.0,130.4,119.3,65.5,16.7,11.8,1.7,10.5,26.9,16.0,484.6,449.4,484.6,61.0,1.4,0.0,449.4,False,,Scrambled
1010128,9,20000762,1,2023,Noah Vonleh,BOS,C,1,20000009,2023-01-02T05:12:02,22,118.9,196,65,13.2,28.7,54.8,59.8,12.0,23.9,59.8,1.4,5.7,29.9,2.9,2.9,119.6,20.3,35.9,56.2,13.8,23.7,18.8,8.6,2.9,11.4,13.2,40.7,29.9,29.8,59.8,9.9,6.5,0.8,5.9,36.7,11.4,130.8,128.9,130.8,-12.0,0.0,0.0,128.9,False,,Scrambled
1011017,4,20000780,1,2023,Udonis Haslem,MIA,PF,1,20000004,2023-01-02T05:12:02,5,17.0,42,37,1.4,12.0,12.0,12.0,1.4,10.8,13.3,0.0,1.4,0.0,1.4,2.9,59.8,4.3,4.3,8.6,11.2,12.2,11.6,0.0,1.4,1.4,0.0,10.0,4.3,13.0,16.3,-3.6,0.0,2.0,4.1,0.0,16.3,19.4,17.3,19.4,-19.1,0.0,0.0,17.3,False,,Scrambled
1010926,25,20000788,1,2023,Tim Hardaway Jr.,DAL,SF,18,20000025,2023-01-02T05:12:02,35,874.8,1172,11,186.6,492.8,45.3,59.2,70.6,163.9,51.5,116.0,328.9,42.2,80.1,102.9,93.2,10.8,117.2,128.0,1.5,14.2,9.2,69.4,37.1,7.2,38.3,63.4,569.3,538.0,63.3,17.3,10.8,2.3,0.7,9.5,26.8,917.8,958.3,917.8,161.5,0.0,0.0,958.3,False,,Scrambled
1010165,26,20000795,1,2023,Andrew Wiggins,GS,SF,22,20000026,2023-01-02T05:12:02,22,827.2,862,68,194.9,381.5,61.1,73.4,114.8,203.3,67.6,80.1,178.2,53.8,32.3,51.4,75.1,40.7,94.5,135.1,7.5,14.2,10.3,57.4,35.9,20.3,35.9,76.5,502.3,404.2,74.3,26.5,12.2,2.8,3.1,11.7,25.7,883.4,895.5,883.4,145.9,2.9,0.0,895.5,False,,Scrambled
1010955,12,20000797,1,2023,Ricky Rubio,CLE,PG,0,20000012,2023-01-02T05:12:02,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
1011030,24,20000800,1,2023,Gorgui Dieng,SA,C,1,20000024,2023-01-02T05:12:02,12,152.8,169,7,21.5,52.6,48.9,59.8,10.8,15.5,82.8,10.8,37.1,34.7,4.3,5.7,89.7,14.4,32.3,46.6,11.0,26.7,18.5,26.3,1.4,7.2,14.4,26.3,57.4,54.7,62.4,16.7,24.6,0.5,4.3,24.8,20.4,160.0,167.7,160.0,-44.3,0.0,0.0,167.7,False,,Scrambled
1011168,11,20000804,1,2023,Zach LaVine,CHI,SG,32,20000011,2023-01-02T05:12:02,32,1294.9,1336,65,313.4,680.5,55.0,64.6,205.7,398.3,61.8,107.6,282.3,45.6,131.6,159.1,98.9,20.3,142.3,162.7,2.4,14.4,9.8,161.5,40.7,1.4,92.1,87.3,865.9,750.5,69.0,25.0,22.6,2.1,0.1,13.1,33.0,1336.8,1402.9,1336.8,-74.2,0.0,0.0,1402.9,False,,Scrambled
1010820,11,20000810,1,2023,Andre Drummond,CHI,C,0,20000011,2023-01-02T05:12:02,29,583.9,490,33,90.9,159.1,68.3,68.3,90.9,156.7,69.4,0.0,2.9,0.0,34.7,57.4,72.2,78.9,167.4,246.4,21.7,46.1,33.9,26.3,22.7,13.2,39.5,67.0,216.5,184.3,70.3,27.4,11.1,3.2,3.6,21.1,23.9,619.8,623.1,619.8,-25.1,5.7,0.0,623.1,False,,Scrambled
1010904,20,20000811,1,2023,Kentavious Caldwell-Pope,DEN,SG,35,20000020,2023-01-02T05:12:02,35,848.4,1319,38,171.0,361.2,56.7,71.3,82.5,174.6,56.6,88.5,186.6,56.7,47.8,58.6,97.6,19.1,108.8,128.0,2.5,11.3,8.1,93.3,49.0,14.4,50.2,89.7,478.4,387.0,73.9,16.7,10.9,2.6,1.4,13.7,17.3,911.8,924.2,911.8,275.1,0.0,0.0,924.2,False,,Scrambled
1010821,25,20000816,1,2023,Spencer Dinwiddie,DAL,SG,36,20000025,2023-01-02T05:12:02,36,1229.7,1411,57,245.2,528.6,55.5,68.4,130.4,251.2,62.1,114.8,277.5,49.5,95.7,114.8,99.6,17.9,120.8,138.7,2.1,12.2,8.3,222.5,37.1,10.8,67.0,102.9,700.9,579.2,72.4,23.1,29.6,1.9,1.0,12.4,24.9,1277.6,1329.4,1277.6,-29.9,1.4,0.0,1329.4,False,,Scrambled
1010127,9,20000822,1,2023,Danilo Gallinari,BOS,PF,0,20000009,2023-01-02T05:12:02,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
1011133,19,20000827,1,2023,Jusuf Nurkic,POR,C,30,20000019,2023-01-02T05:12:02,30,1151.4,1035,4,197.3,364.8,64.7,69.8,166.2,297.8,66.7,31.1,67.0,55.5,104.1,153.1,81.3,89.7,264.3,354.0,12.0,34.3,23.3,106.4,27.5,34.7,87.3,126.8,529.8,432.1,73.3,26.5,19.1,1.9,4.2,20.1,26.4,1213.6,1246.2,1213.6,51.4,12.0,0.0,1246.2,False,,Scrambled
1010919,25,20000828,1,2023,JaVale McGee,DAL,C,8,20000025,2023-01-02T05:12:02,23,211.8,227,30,50.2,82.5,72.8,72.8,49.0,77.7,75.5,1.4,5.7,29.9,15.5,28.7,64.8,17.9,45.4,63.4,11.0,28.4,19.7,7.2,4.3,13.2,23.9,31.1,117.2,95.2,73.7,21.2,6.4,1.1,7.5,24.0,28.5,228.6,227.5,228.6,-78.9,0.0,0.0,227.5,False,,Scrambled
1011058,5,20000832,1,2023,Gary Harris,ORL,SG,3,20000005,2023-01-02T05:12:02,9,165.5,257,30,38.3,75.3,60.8,72.1,22.7,39.5,68.9,15.5,35.9,51.8,12.0,12.0,119.6,7.2,20.3,26.3,3.8,10.6,8.3,16.7,7.2,2.9,12.0,20.3,104.1,80.6,77.0,17.3,11.5,1.6,1.3,15.4,18.7,173.9,180.6,173.9,-45.4,0.0,0.0,180.6,False,,Scrambled
1010819,2,20000833,1,2023,Gordon Hayward,CHA,SF,20,20000002,2023-01-02T05:12:02,20,615.1,788,43,125.6,291.8,51.4,56.8,98.1,198.5,59.1,27.5,93.3,35.3,55.0,71.8,91.7,21.5,96.9,118.4,3.9,16.5,11.4,94.5,20.3,5.7,52.6,28.7,333.7,323.4,61.7,17.3,20.7,1.8,0.8,16.7,23.8,640.2,662.9,640.2,-56.2,1.4,0.0,662.9,False,,Scrambled
1010975,14,20000837,1,2023,Alec Burks,DET,SG,0,20000014,2023-01-02T05:12:02,26,663.4,670,18,134.0,288.2,55.6,69.0,69.4,144.7,57.3,64.6,143.5,53.8,102.9,131.6,93.5,10.0,82.5,90.9,1.9,16.7,10.7,63.4,25.1,5.7,35.9,73.0,435.3,346.1,75.2,27.0,18.4,2.6,0.9,11.2,29.0,693.3,718.2,693.3,43.1,0.0,0.0,718.2,False,,Scrambled
1011001,16,20000840,1,2023,Rudy Gobert,MIN,C,31,20000016,2023-01-02T05:12:02,31,1176.0,1159,23,192.6,287.0,80.3,80.3,192.6,283.5,81.2,0.0,4.3,0.0,119.6,177.0,80.8,129.2,312.2,441.3,15.1,34.5,25.1,32.3,29.9,47.8,62.2,113.6,504.7,364.9,82.8,27.1,5.6,1.7,5.5,17.4,18.8,1253.8,1250.7,1253.8,-100.5,14.4,0.0,1250.7,False,,Scrambled
1011830,15,20000842,1,2023,Joe Ingles,MIL,SF,0,20000015,2023-01-02T05:12:02,7,86.0,154,49,13.2,45.4,34.6,47.2,4.3,8.6,59.8,11.4,38.3,29.9,4.3,4.3,119.6,7.2,10.0,14.4,5.9,8.0,7.0,27.5,4.3,0.0,19.1,14.4,39.5,47.0,50.0,7.0,27.9,1.6,0.0,34.6,21.5,89.6,102.9,89.6,-9.6,1.4,0.0,102.9,False,,Scrambled
1011860,28,20000847,1,2023,Marcus Morris Sr.,LAC,PF,35,20000028,2023-01-02T05:12:02,35,983.4,1252,28,208.1,468.8,53.1,64.3,119.6,238.0,60.2,88.5,230.8,45.8,56.2,69.4,96.9,22.7,187.8,210.5,2.9,19.3,11.1,74.2,28.7,20.3,39.5,95.7,560.9,499.4,67.2,18.5,10.8,1.6,2.0,10.5,22.5,1032.4,1061.4,1032.4,-28.7,2.9,0.0,1061.4,False,,Scrambled
1010876,8,20000848,1,2023,Markieff Morris,BKN,PF,1,20000008,2023-01-02T05:12:02,19,202.5,260,22,32.3,73.0,53.0,70.6,11.4,26.3,43.5,22.7,46.6,58.2,8.6,8.6,119.6,10.8,41.9,52.6,7.2,21.0,13.9,22.7,8.6,5.7,13.2,27.5,94.5,76.1,74.4,18.0,13.6,1.9,2.3,17.6,18.5,214.4,224.8,214.4,38.3,1.4,0.0,224.8,False,,Scrambled
1011076,11,20000849,1,2023,Goran Dragic,CHI,PG,1,20000011,2023-01-02T05:12:02,33,533.4,673,11,120.8,275.1,52.5,62.4,75.3,160.3,56.2,45.4,114.8,47.4,27.5,43.1,76.4,14.4,45.4,59.8,3.4,10.9,7.2,112.4,10.0,5.7,47.8,58.6,314.5,294.0,64.0,17.5,28.8,0.9,1.0,16.7,26.6,546.6,583.0,546.6,33.5,0.0,0.0,583.0,False,,Scrambled
1011047,30,20000852,1,2023,Alex Len,SAC,C,1,20000030,2023-01-02T05:12:02,10,36.0,48,4,7.2,12.0,59.8,59.8,7.2,10.8,66.5,0.0,1.4,0.0,4.3,5.7,89.7,4.3,12.0,15.5,10.4,33.5,22.1,4.3,0.0,0.0,4.3,10.0,15.5,14.1,64.8,13.2,11.8,0.0,0.0,24.3,18.8,36.0,38.6,36.0,-17.9,0.0,0.0,38.6,False,,Scrambled
1010114,7,20000856,1,2023,P.J. Tucker,PHI,PF,34,20000007,2023-01-02T05:12:02,34,439.8,1142,1,51.4,120.8,50.9,64.0,25.1,52.6,57.0,26.3,68.2,46.2,12.0,14.4,99.6,52.6,122.0,174.6,7.8,14.6,10.6,34.7,23.9,12.0,34.7,107.6,141.1,127.1,66.3,8.4,5.6,1.5,1.4,25.6,9.1,475.6,479.0,475.6,77.7,0.0,0.0,479.0,False,,Scrambled
1011091,8,20000858,1,2023,T.J. Warren,BKN,SF,0,20000008,2023-01-02T05:12:02,12,251.9,286,32,57.4,108.8,63.0,68.3,49.0,82.5,71.0,10.0,26.3,38.0,14.4,16.7,102.5,13.2,38.3,51.4,8.0,17.4,12.4,23.9,11.4,4.3,11.4,23.9,137.5,116.2,70.9,23.4,14.5,2.3,1.6,10.9,23.7,265.0,263.4,265.0,56.2,0.0,0.0,263.4,False,,Scrambled
1010944,17,20000860,1,2023,Rudy Gay,UTA,SF,0,20000017,2023-01-02T05:12:02,25,309.2,466,29,51.4,144.7,42.5,49.4,33.5,68.2,58.7,17.9,76.5,28.0,15.5,20.3,91.5,16.7,73.0,89.7,5.6,20.9,12.7,20.3,14.4,12.0,17.9,39.5,136.3,153.7,53.1,11.1,8.2,2.1,3.0,12.5,18.5,335.5,331.6,335.5,134.0,0.0,0.0,331.6,False,,Scrambled
1011837,15,20000874,1,2023,Serge Ibaka,MIL,C,0,20000015,2023-01-02T05:12:02,16,157.6,221,25,31.1,64.6,57.5,64.2,23.9,43.1,66.5,8.6,21.5,39.8,11.4,15.5,73.6,17.9,34.7,52.6,10.3,19.4,14.9,5.7,2.9,10.0,13.2,27.5,78.9,71.4,66.4,14.6,4.4,0.7,4.5,18.6,19.2,168.4,170.4,168.4,-29.9,0.0,0.0,170.4,False,,Scrambled
1011038,21,20000875,1,2023,Steven Adams,MEM,C,33,20000021,2023-01-02T05:12:02,33,1068.0,1055,6,142.3,244.0,69.7,69.7,142.3,242.8,70.1,0.0,1.4,0.0,34.7,105.2,39.5,202.1,240.4,442.5,24.2,28.0,26.2,88.5,33.5,46.6,75.3,92.1,319.3,290.3,65.9,23.8,13.2,2.2,5.7,24.6,17.1,1148.2,1145.8,1148.2,208.1,12.0,0.0,1145.8,False,,Scrambled
1010139,27,20000877,1,2023,Russell Westbrook,LAL,PG,3,20000027,2023-01-02T05:12:02,33,1315.7,1109,29,214.1,522.7,49.0,53.9,171.0,368.4,55.5,43.1,154.3,33.4,106.4,156.7,81.2,45.4,203.3,248.8,6.5,22.7,14.4,307.4,38.3,20.3,138.7,92.1,577.7,591.6,58.4,23.4,48.0,2.3,2.2,22.7,33.4,1374.3,1451.3,1374.3,-63.4,14.4,4.3,1446.0,False,,Scrambled
1011855,28,20000881,1,2023,Reggie Jackson,LAC,PG,35,20000028,2023-01-02T05:12:02,35,853.3,1200,51,190.2,446.1,50.9,60.3,122.0,257.1,56.7,68.2,189.0,43.2,63.4,69.4,109.3,17.9,89.7,107.6,2.4,11.5,7.1,159.1,27.5,5.7,90.9,87.3,511.9,476.6,64.2,15.4,23.9,1.6,0.5,19.1,24.8,885.6,940.1,885.6,-1.2,1.4,0.0,940.1,False,,Scrambled
1011110,8,20000884,1,2023,Kevin Durant,BKN,SF,35,20000008,2023-01-02T05:12:02,35,1962.6,1515,25,443.7,790.6,67.1,72.7,370.8,589.6,75.2,73.0,200.9,43.4,282.3,303.8,111.1,14.4,272.7,287.0,1.6,23.4,13.0,222.5,32.3,62.2,147.1,104.1,1242.6,924.2,80.4,37.7,29.4,1.5,5.1,16.4,38.1,2057.1,2094.2,2057.1,183.0,4.3,1.4,2094.2,False,,Scrambled
1011139,1,20000887,1,2023,Will Barton,WAS,SG,0,20000001,2023-01-02T05:12:02,33,609.7,835,42,110.0,299.0,44.0,54.5,57.4,154.3,44.5,52.6,144.7,43.5,33.5,41.9,95.7,10.0,104.1,112.4,1.6,16.0,10.7,102.9,19.1,10.8,45.4,43.1,306.2,317.4,57.6,14.1,20.0,1.6,1.6,15.0,22.7,639.6,664.4,639.6,-134.0,0.0,0.0,664.4,False,,Scrambled
1010773,25,20000896,1,2023,Reggie Bullock,DAL,SF,24,20000025,2023-01-02T05:12:02,35,502.7,1174,38,74.2,212.9,41.6,57.8,17.9,34.7,61.8,56.2,178.2,37.7,17.9,25.1,85.4,15.5,120.8,136.3,2.2,14.7,9.8,44.3,28.7,7.2,19.1,90.9,222.5,223.9,59.4,9.3,7.2,1.8,0.7,11.3,11.3,537.4,547.2,537.4,-29.9,0.0,0.0,547.2,False,,Scrambled
1011095,20,20000901,1,2023,Ish Smith,DEN,PG,0,20000020,2023-01-02T05:12:02,16,132.8,173,23,23.9,61.0,46.9,49.3,21.5,53.8,47.8,2.9,8.6,39.8,1.4,2.9,59.8,1.4,16.7,17.9,1.2,13.2,8.6,35.9,5.7,8.6,17.9,13.2,51.4,62.0,49.4,11.3,32.1,1.9,5.5,26.8,24.0,144.7,143.8,144.7,0.0,0.0,0.0,143.8,False,,Scrambled
1011840,28,20000903,1,2023,Robert Covington,LAC,SF,0,20000028,2023-01-02T05:12:02,21,315.3,383,22,44.3,117.2,45.2,56.1,21.5,43.1,59.8,22.7,74.2,36.6,19.1,22.7,100.7,10.8,76.5,87.3,4.5,25.7,15.0,28.7,12.0,15.5,17.9,47.8,130.4,127.2,61.2,15.5,12.7,2.2,5.1,14.8,19.9,342.8,340.0,342.8,-56.2,0.0,0.0,340.0,False,,Scrambled
1011165,8,20000933,1,2023,Seth Curry,BKN,SG,0,20000008,2023-01-02T05:12:02,24,418.4,603,61,86.1,202.1,50.9,63.7,43.1,90.9,56.7,43.1,111.2,46.3,21.5,22.7,113.3,7.2,52.6,58.6,1.7,11.3,8.0,64.6,16.7,5.7,28.7,55.0,236.8,212.1,66.7,15.7,17.1,1.9,1.0,14.2,21.5,439.9,457.2,439.9,52.6,0.0,0.0,457.2,False,,Scrambled
1010909,30,20001389,1,2023,Richaun Holmes,SAC,PF,0,20000030,2023-01-02T05:12:02,21,163.3,244,12,34.7,51.4,80.6,83.5,32.3,47.8,80.7,2.9,4.3,79.8,10.0,10.8,93.0,17.9,35.9,53.8,10.2,19.7,15.0,4.3,4.3,8.6,10.0,38.3,80.1,56.2,85.3,17.2,2.8,1.0,3.5,15.5,13.5,174.0,171.3,174.0,-51.4,0.0,0.0,171.3,False,,Scrambled
1011032,2,20001393,1,2023,Kelly Oubre Jr.,CHA,SF,30,20000002,2023-01-02T05:12:02,35,1284.3,1365,29,314.5,746.3,50.4,58.1,218.9,435.3,60.2,95.7,311.0,36.8,119.6,167.4,85.4,62.2,151.9,214.1,6.6,14.9,11.9,50.2,64.6,15.5,52.6,124.4,844.4,820.0,61.6,22.1,8.5,3.2,1.5,8.6,31.8,1364.4,1372.7,1364.4,-282.3,2.9,0.0,1372.7,False,,Scrambled
1011050,3,20001396,1,2023,Frank Kaminsky,ATL,PF,0,20000003,2023-01-02T05:12:02,17,122.0,153,53,20.3,35.9,67.8,83.7,10.8,14.4,89.7,11.4,21.5,53.1,11.4,11.4,119.6,1.4,28.7,29.9,1.2,24.6,12.5,19.1,2.9,0.0,8.6,17.9,59.8,40.1,89.2,20.6,19.6,1.1,0.0,18.2,15.5,124.4,131.9,124.4,-6.0,0.0,0.0,131.9,False,,Scrambled
1010872,24,20001400,1,2023,Josh Richardson,SA,SF,3,20000024,2023-01-02T05:12:02,26,552.7,704,51,111.2,275.1,48.3,59.3,59.8,128.0,55.9,51.4,147.1,41.9,45.4,52.6,103.3,17.9,57.4,75.3,3.9,11.4,8.6,92.1,25.1,2.9,50.2,49.0,319.3,298.2,64.0,17.7,21.5,2.4,0.4,17.2,24.6,580.2,609.1,580.2,-104.1,1.4,0.0,609.1,False,,Scrambled
